355.6,8.0,5.0,2,-7.5,5.0,-5.0,0.0,-0.0,0.0,1
355.6,8.0,5.0,2,-2.5,5.0,-5.0,0.0,-0.0,0.0,1
355.6,8.0,5.0,2,0.0,0.0,0.0,0.0,-0.0,0.0,1
355.6,8.0,5.0,2,2.5,5.0,-5.0,0.0,-0.0,0.0,1
219.1,5.0,3.0,9,0.032715279609,0.878360033035,-5.0,0.0,-0.0,0.0,1
355.6,8.0,5.0,2,7.5,5.0,-5.0,0.0,-0.0,0.0,1
355.6,8.0,4.0,7,5.02278089523,7.14169359207,-5.0,0.0,0.0,-90.0,1
355.6,8.0,4.0,7,-5.0,7.0,-5.0,0.0,-0.0,90.0,1
355.6,8.0,4.0,7,0.0,7.0,-5.0,0.0,0.0,-90.0,1
219.1,5.0,2.8398219284,0,11.4199113846,5.0,-5.0,0.0,-0.0,0.0,1
355.6,8.0,5.0,2,2.52278089523,9.14169311523,-5.0,0.0,-0.0,0.0,1
355.6,8.0,5.0,2,-2.47721910477,9.14169311523,-5.0,0.0,-0.0,0.0,1
219.1,5.0,2.8398219284,0,0.0,0.0,0.0,0.0,-0.0,0.0,1
355.6,8.0,6.0,9,7.70186710358,6.92836284637,-5.0,0.0,0.0,-40.0,1
355.6,8.0,6.0,9,-7.27535247803,7.21333026886,-5.0,0.0,-0.0,40.0,1
355.6,8.0,5.0,0,-5.0,4.7000002861,-2.5,0.0,-90.0,90.0,3
355.6,8.0,5.0,0,-5.0,4.7000002861,2.5,0.0,-90.0,90.0,3
355.6,8.0,5.0,0,0.0,5.0,-2.5,0.0,-90.0,90.0,3
355.6,8.0,5.0,0,0.0,5.0,2.5,0.0,-90.0,90.0,3
355.6,8.0,5.0,0,5.02278089523,5.14169359207,-2.5,0.0,-90.0,90.0,3
355.6,8.0,5.0,0,5.02278089523,5.14169359207,2.5,0.0,-90.0,90.0,3
355.6,8.0,5.0,0,-2.5,5.0,0.0,0.0,-90.0,0.0,3
355.6,8.0,5.0,0,2.5,5.0,0.0,0.0,-90.0,0.0,3
355.6,8.0,5.0,0,7.52278089523,5.14169359207,0.0,0.0,-90.0,0.0,3
355.6,8.0,5.0,0,-7.5,4.80000019073,0.0,0.0,-90.0,0.0,3
355.6,8.0,5.0,0,-5.0,9.0,-2.5,0.0,90.0,-90.0,2
355.6,8.0,5.0,4,-5.0,9.0,2.5,0.0,90.0,-90.0,2
355.6,8.0,5.0,4,-0.0986427366734,9.0,-2.87934494019,0.0,90.0,-90.0,2
355.6,8.0,5.0,4,-0.0986427366734,9.0,2.12065505981,0.0,90.0,-90.0,2
355.6,8.0,5.0,4,5.20743894577,0.405795574188,-5.0,0.0,0.0,-90.0,2
355.6,8.0,5.0,4,5.02278089523,9.14169406891,2.5,0.0,90.0,-90.0,2
355.6,8.0,6.0,11,-2.70186686516,9.0,3.07163715363,-165.963760376,90.0,154.036239624,2
219.1,5.0,2.0,8,0.601814925671,9.0,4.20136451721,-165.963760376,90.0,141.036239624,2
355.6,8.0,4.0,8,3.0446395874,9.0,4.1841917038,-14.0362434387,90.0,8.96375656128,2
355.6,8.0,4.0,8,1.65807509422,9.0,-1.11838579178,26.5650520325,90.0,-7.43495559692,2
355.6,8.0,4.0,8,0.552493572235,9.0,1.51169204712,0.0,90.0,71.0,2
219.1,5.0,2.8398219284,8,2.17200660706,9.0,2.36427211761,0.0,90.0,-47.0,2
219.1,5.0,2.0,8,3.85972309113,9.0,2.02047348022,-26.5650520325,90.0,17.4349517822,2
219.1,5.0,2.8398219284,8,-1.55246567726,9.0,0.308671474457,0.0,90.0,36.0,2
219.1,5.0,3.0,11,-1.09703075886,9.0,3.97700214386,165.963760376,90.0,-151.036254883,2
355.6,8.0,4.0,8,-3.58578658104,9.0,-1.41421341896,-153.434951782,90.0,161.565048218,2
219.1,5.0,2.0,8,4.15675544739,9.14169406891,-5.5,-90.0,90.0,-60.0,2
355.6,8.0,5.0,4,0.0,8.89999961853,-2.5,0.0,90.0,90.0,2
355.6,8.0,5.0,4,5.02278089523,9.14169406891,-2.5,0.0,90.0,90.0,2
508.0,16.0,1.0,11,-1.73426353931,8.60000038147,-2.58602237701,0.0,90.0,29.0,2
219.1,5.0,2.8398219284,8,0.869734108448,9.0,-4.34088802338,0.0,90.0,47.0,2
